selection,parent-type,node-type,child-type,count
parens,sizeof,bracketedPrimary,plus1,1
parens,cast,bracketedPrimary,not,7
operator-precedence,lessEqual,shiftLeft,,31
parens,plus2,bracketedPrimary,expression-list,29
parens,<SwitchStatement>,bracketedPrimary,sizeof,2
parens,bracketedPrimary,bracketedPrimary,<SimpleTypeConstructorExpression>,7
operator-precedence,logicalOr,not,<IdExpression>,34681
parens,binaryOrAssign,bracketedPrimary,lessEqual,1
operator-precedence,multiply,tilde,bracketedPrimary,6
parens,shiftRight,bracketedPrimary,minus1,38
parens,equals,bracketedPrimary,greaterEqual,40
parens,function-call,bracketedPrimary,notequals,531
operator-precedence,plus2,minus1,tilde,2
parens,<WhileStatement>,bracketedPrimary,assign,2066
parens,minusAssign,bracketedPrimary,<IdExpression>,13
parens,<IfStatement>,bracketedPrimary,greaterThan,53
operator-precedence,shiftRight,star,field-reference,26
parens,greaterThan,bracketedPrimary,star,3185
parens,conditional,bracketedPrimary,binaryAnd,8708
operator-precedence,expression-list,not,function-call,48
superfluous-parens,lessThan,bracketedPrimary,modulo,36
parens,minus2,bracketedPrimary,divide,1085
parens,shiftRight,bracketedPrimary,bracketedPrimary,30
parens,greaterEqual,bracketedPrimary,binaryAndAssign,2
parens,notequals,bracketedPrimary,function-call,147
parens,sizeof,bracketedPrimary,new,10
superfluous-parens,function-call,bracketedPrimary,binaryOr,2996
parens,binaryOr,bracketedPrimary,tilde,37
superfluous-parens,expression-list,bracketedPrimary,equals,4
superfluous-parens,not,bracketedPrimary,postFixDecr,7
parens,star,bracketedPrimary,<IdExpression>,327
parens,bracketedPrimary,bracketedPrimary,shiftRight,3583
parens,equals,bracketedPrimary,divideAssign,1
parens,bracketedPrimary,bracketedPrimary,notequals,1264
parens,conditional,bracketedPrimary,binaryXor,65
superfluous-parens,function-call,bracketedPrimary,cast,330
parens,logicalOr,bracketedPrimary,logicalOr,420
parens,binaryXor,bracketedPrimary,not,20
operator-precedence,expression-list,moduloAssign,,9
parens,function-call,bracketedPrimary,star,8239
parens,minus1,bracketedPrimary,greaterThan,14
superfluous-parens,notequals,bracketedPrimary,<IdExpression>,64
parens,not,bracketedPrimary,multiply,2
parens,<Enumerator>,bracketedPrimary,minus2,46
operator-precedence,minus2,not,star,2
superfluous-parens,shiftRightAssign,bracketedPrimary,star,2
superfluous-parens,postFixIncr,bracketedPrimary,function-call,4
superfluous-parens,divide,bracketedPrimary,field-reference,57
parens,shiftLeft,bracketedPrimary,plusAssign,6
operator-precedence,binaryXor,tilde,<IdExpression>,32
parens,minus2,bracketedPrimary,lessThan,91
parens,field-reference,bracketedPrimary,plusAssign,4
operator-precedence,lessEqual,tilde,cast,2
parens,minus2,bracketedPrimary,binaryOr,126
operator-precedence,expression-list,minus2,,416
parens,minus2,bracketedPrimary,plusAssign,5
parens,assign,bracketedPrimary,shiftLeft,1734
parens,field-reference,bracketedPrimary,cast,8375
parens,equals,bracketedPrimary,binaryAnd,28472
superfluous-parens,bracketedPrimary,bracketedPrimary,binaryAnd,227
parens,<FieldDeclarator>,bracketedPrimary,plus2,3
parens,greaterEqual,bracketedPrimary,equals,8
superfluous-parens,throw,bracketedPrimary,conditional,1
operator-precedence,logicalOr,multiply,,4
operator-precedence,tilde,star,bracketedPrimary,6
parens,lessEqual,bracketedPrimary,not,4
operator-precedence,plus2,minus1,star,4
operator-precedence,binaryXor,minus1,<IdExpression>,15
parens,sizeof,bracketedPrimary,plusAssign,2
operator-precedence,binaryXor,notequals,,4
parens,field-reference,bracketedPrimary,pmdot,32
operator-precedence,divide,minus1,field-reference,26
superfluous-parens,prefixIncr,bracketedPrimary,field-reference,154
parens,function-call,bracketedPrimary,divideAssign,1
superfluous-parens,bracketedPrimary,bracketedPrimary,star,44
parens,minus2,bracketedPrimary,notequals,51
parens,greaterEqual,bracketedPrimary,shiftLeft,352
operator-precedence,binaryXor,shiftRight,,1
operator-precedence,greaterEqual,not,bracketedPrimary,3
parens,not,bracketedPrimary,lessThan,725
superfluous-parens,logicalAnd,bracketedPrimary,equals,23582
superfluous-parens,conditional,bracketedPrimary,postFixIncr,2
superfluous-parens,greaterThan,bracketedPrimary,function-call,38
superfluous-parens,multiply,bracketedPrimary,star,391
parens,greaterEqual,bracketedPrimary,sizeof,2
superfluous-parens,divide,bracketedPrimary,cast,333
superfluous-parens,binaryOr,bracketedPrimary,postFixIncr,9
operator-precedence,minus2,not,not,41
superfluous-parens,shiftRightAssign,bracketedPrimary,shiftRight,2
superfluous-parens,binaryOr,bracketedPrimary,star,45
superfluous-parens,assign,bracketedPrimary,bracketedPrimary,85
parens,<EqualsInitializer>,bracketedPrimary,moduloAssign,1
operator-precedence,shiftLeft,star,<LiteralExpression>,169
parens,<EqualsInitializer>,bracketedPrimary,logicalAnd,726
superfluous-parens,divide,bracketedPrimary,<IdExpression>,130
superfluous-parens,minus2,bracketedPrimary,minus2,753
parens,<CaseStatement>,bracketedPrimary,conditional,4
operator-precedence,shiftRight,minus1,<LiteralExpression>,85
operator-precedence,binaryOr,field-reference,,2
operator-precedence,logicalOr,not,function-call,36405
operator-precedence,binaryAnd,star,function-call,42
parens,sizeof,bracketedPrimary,field-reference,21778
operator-precedence,plus2,star,prefixIncr,16
parens,<BinaryExpression>,bracketedPrimary,shiftLeft,5
operator-precedence,logicalOr,modulo,,224
parens,<PackExpansionExpression>,bracketedPrimary,function-call,3
superfluous-parens,multiplyAssign,bracketedPrimary,divide,34
operator-precedence,multiply,not,bracketedPrimary,9
parens,sizeof,bracketedPrimary,postFixDecr,2
parens,cast,bracketedPrimary,plus1,2
parens,notequals,bracketedPrimary,conditional,301
operator-precedence,expression-list,logicalOr,,11
parens,<TemplateId>,bracketedPrimary,conditional,49
operator-precedence,conditional,not,<LiteralExpression>,4
parens,function-call,bracketedPrimary,plusAssign,2
operator-precedence,multiply,minus1,<IdExpression>,698
operator-precedence,shiftLeft,tilde,cast,12
parens,divide,bracketedPrimary,divideAssign,2
operator-precedence,conditional,not,field-reference,199
parens,<ExpressionStatement>,bracketedPrimary,cast,49
superfluous-parens,shiftRightAssign,bracketedPrimary,modulo,2
superfluous-parens,multiplyAssign,bracketedPrimary,greaterEqual,1
superfluous-parens,logicalAnd,bracketedPrimary,binaryAnd,19071
superfluous-parens,function-call,bracketedPrimary,multiply,937
parens,function-call,bracketedPrimary,<CompoundStatementExpression>,1
parens,array-subscript,bracketedPrimary,tilde,1
superfluous-parens,plus1,bracketedPrimary,postFixIncr,2
operator-precedence,binaryXor,star,postFixIncr,137
superfluous-parens,delete,bracketedPrimary,array-subscript,4
operator-precedence,expression-list,star,field-reference,67
superfluous-parens,field-reference,bracketedPrimary,postFixDecr,6
parens,function-call,bracketedPrimary,binaryXor,96
parens,<ReturnStatement>,bracketedPrimary,minus2,1031
parens,notequals,bracketedPrimary,multiplyAssign,1
operator-precedence,minus2,field-reference,,10
operator-precedence,plus2,not,function-call,13
parens,shiftLeft,bracketedPrimary,logicalAnd,26
parens,assign,bracketedPrimary,function-call,395
superfluous-parens,binaryOrAssign,bracketedPrimary,multiply,12
superfluous-parens,shiftLeftAssign,bracketedPrimary,<IdExpression>,1
superfluous-parens,sizeof,bracketedPrimary,field-reference,21777
parens,tilde,bracketedPrimary,plus2,84
operator-precedence,lessThan,shiftRight,,1962
operator-precedence,minus2,modulo,,481
parens,delete,bracketedPrimary,prefixIncr,1
parens,<CaseStatement>,bracketedPrimary,minus1,28
parens,tilde,bracketedPrimary,lessThan,2
parens,field-reference,bracketedPrimary,prefixIncr,319
superfluous-parens,array-subscript,bracketedPrimary,modulo,25
parens,<ReturnStatement>,bracketedPrimary,<CompoundStatementExpression>,22
superfluous-parens,bracketedPrimary,bracketedPrimary,notequals,20
operator-precedence,minus2,minus1,function-call,55
operator-precedence,shiftLeft,not,field-reference,18
parens,bracketedPrimary,bracketedPrimary,binaryXorAssign,14
parens,minus1,bracketedPrimary,<TypeIdExpression>,2
superfluous-parens,binaryAnd,bracketedPrimary,multiply,229
superfluous-parens,binaryAndAssign,bracketedPrimary,bracketedPrimary,2
parens,<ReturnStatement>,bracketedPrimary,plus1,37
operator-precedence,multiply,not,<IdExpression>,9
superfluous-parens,binaryOrAssign,bracketedPrimary,greaterEqual,3
superfluous-parens,conditional,bracketedPrimary,assign,74
operator-precedence,expression-list,plus1,<IdExpression>,4
superfluous-parens,assign,bracketedPrimary,minus1,132
operator-precedence,binaryOr,minus1,<LiteralExpression>,43
superfluous-parens,minusAssign,bracketedPrimary,divideAssign,1
parens,array-subscript,bracketedPrimary,function-call,34
operator-precedence,notequals,not,bracketedPrimary,19
parens,divideAssign,bracketedPrimary,multiply,32
superfluous-parens,function-call,bracketedPrimary,<LambdaExpression>,33
operator-precedence,shiftLeft,star,field-reference,244
parens,minus2,bracketedPrimary,greaterThan,78
superfluous-parens,shiftLeftAssign,bracketedPrimary,minus2,77
parens,field-reference,bracketedPrimary,plus2,960
parens,binaryOrAssign,bracketedPrimary,array-subscript,6
parens,minus2,bracketedPrimary,binaryAnd,1872
parens,shiftRight,bracketedPrimary,conditional,71
parens,shiftLeft,bracketedPrimary,function-call,429
parens,divide,bracketedPrimary,minus1,18
parens,minusAssign,bracketedPrimary,modulo,53
parens,<TemplateId>,bracketedPrimary,not,1
superfluous-parens,bracketedPrimary,bracketedPrimary,array-subscript,37
superfluous-parens,shiftLeft,bracketedPrimary,tilde,52
operator-precedence,shiftRight,plus2,,63
parens,binaryXor,bracketedPrimary,binaryAndAssign,1
superfluous-parens,plusAssign,bracketedPrimary,modulo,14
superfluous-parens,shiftLeftAssign,bracketedPrimary,star,4
parens,binaryAnd,bracketedPrimary,expression-list,1
parens,function-call,bracketedPrimary,modulo,52
superfluous-parens,binaryOrAssign,bracketedPrimary,lessEqual,1
parens,lessEqual,bracketedPrimary,plus2,637
operator-precedence,logicalOr,lessThan,,612
operator-precedence,shiftLeft,not,bracketedPrimary,10
parens,plus2,bracketedPrimary,binaryOr,345
parens,<ReturnStatement>,bracketedPrimary,field-reference,2784
parens,shiftRight,bracketedPrimary,modulo,97
operator-precedence,logicalAnd,divide,,11
superfluous-parens,greaterThan,bracketedPrimary,postFixIncr,4
parens,<IfStatement>,bracketedPrimary,binaryOr,1
operator-precedence,conditional,notequals,,2694
superfluous-parens,field-reference,bracketedPrimary,function-call,1931
parens,notequals,bracketedPrimary,shiftRight,546
operator-precedence,logicalOr,minus2,,7
superfluous-parens,conditional,bracketedPrimary,modulo,222
parens,conditional,bracketedPrimary,multiply,140
operator-precedence,multiply,not,function-call,2
parens,expression-list,bracketedPrimary,amper,11
operator-precedence,logicalAnd,logicalAnd,,18787
operator-precedence,conditional,tilde,star,2
parens,plusAssign,bracketedPrimary,binaryAnd,207
parens,conditional,bracketedPrimary,binaryOrAssign,11
superfluous-parens,lessEqual,bracketedPrimary,shiftRight,75
superfluous-parens,minusAssign,bracketedPrimary,star,77
superfluous-parens,sizeof,bracketedPrimary,postFixDecr,2
parens,lessThan,bracketedPrimary,prefixDecr,12
parens,postFixIncr,bracketedPrimary,assign,1
superfluous-parens,sizeof,bracketedPrimary,function-call,1872
superfluous-parens,equals,bracketedPrimary,prefixIncr,6
parens,<SimpleDeclSpecifier>,bracketedPrimary,prefixDecr,1
superfluous-parens,star,bracketedPrimary,function-call,524
operator-precedence,logicalOr,tilde,array-subscript,2
operator-precedence,modulo,tilde,<IdExpression>,16
superfluous-parens,greaterEqual,bracketedPrimary,<IdExpression>,56
operator-precedence,logicalOr,postFixDecr,<IdExpression>,1
parens,divide,bracketedPrimary,sizeof,52
parens,postFixIncr,bracketedPrimary,star,2817
parens,function-call,bracketedPrimary,sizeof,19
superfluous-parens,lessThan,bracketedPrimary,bracketedPrimary,12
superfluous-parens,minus2,bracketedPrimary,<TypeIdExpression>,7
parens,delete,bracketedPrimary,conditional,2
parens,multiplyAssign,bracketedPrimary,star,3
parens,<ForStatement>,bracketedPrimary,notequals,45
parens,assign,bracketedPrimary,not,31
parens,lessThan,bracketedPrimary,shiftLeft,791
operator-precedence,conditional,minus1,star,12
parens,plus1,bracketedPrimary,<IdExpression>,1
superfluous-parens,lessEqual,bracketedPrimary,shiftLeft,174
parens,binaryAnd,bracketedPrimary,postFixIncr,17
parens,lessThan,bracketedPrimary,shiftRightAssign,1
operator-precedence,plus2,minus1,array-subscript,461
parens,star,bracketedPrimary,star,69
parens,expression-list,bracketedPrimary,star,2
parens,minus2,bracketedPrimary,postFixIncr,2
operator-precedence,logicalAnd,not,postFixDecr,8
superfluous-parens,multiply,bracketedPrimary,minus1,110
parens,notequals,bracketedPrimary,shiftLeft,279
superfluous-parens,binaryOr,bracketedPrimary,equals,105
parens,lessEqual,bracketedPrimary,equals,21
parens,minus2,bracketedPrimary,logicalAnd,7
parens,bracketedPrimary,bracketedPrimary,prefixIncr,15
operator-precedence,binaryXor,not,array-subscript,2
parens,binaryAnd,bracketedPrimary,assign,318
operator-precedence,binaryAnd,minus1,bracketedPrimary,78
parens,<ReturnStatement>,bracketedPrimary,binaryAnd,1069
operator-precedence,expression-list,divideAssign,,36
parens,notequals,bracketedPrimary,sizeof,4
parens,array-subscript,bracketedPrimary,star,5892
operator-precedence,logicalOr,logicalOr,,15084
parens,<WhileStatement>,bracketedPrimary,expression-list,5
operator-precedence,shiftRight,star,<IdExpression>,569
parens,binaryOrAssign,bracketedPrimary,field-reference,6
parens,binaryXor,bracketedPrimary,lessThan,104
operator-precedence,expression-list,multiplyAssign,,98
parens,assign,bracketedPrimary,tilde,10
parens,notequals,bracketedPrimary,amper,13
operator-precedence,expression-list,binaryAndAssign,,40
parens,minusAssign,bracketedPrimary,minus1,1
superfluous-parens,prefixDecr,bracketedPrimary,star,69
parens,<IfStatement>,bracketedPrimary,cast,1
parens,<SimpleDeclSpecifier>,bracketedPrimary,sizeof,15
parens,bracketedPrimary,bracketedPrimary,sizeof,28
operator-precedence,expression-list,not,not,3
superfluous-parens,moduloAssign,bracketedPrimary,multiply,11
parens,minus2,bracketedPrimary,star,167
parens,divide,bracketedPrimary,tilde,7
operator-precedence,plus2,star,array-subscript,1
superfluous-parens,conditional,bracketedPrimary,postFixDecr,4
superfluous-parens,minusAssign,bracketedPrimary,bracketedPrimary,1
parens,<EqualsInitializer>,bracketedPrimary,logicalOr,581
parens,equals,bracketedPrimary,divide,241
superfluous-parens,shiftRightAssign,bracketedPrimary,cast,1
operator-precedence,binaryAnd,star,postFixDecr,3
superfluous-parens,assign,bracketedPrimary,tilde,10
superfluous-parens,star,bracketedPrimary,postFixDecr,47
operator-precedence,shiftRight,field-reference,,6
parens,binaryOr,bracketedPrimary,binaryOr,273
superfluous-parens,pmarrow,bracketedPrimary,array-subscript,6
superfluous-parens,binaryAnd,bracketedPrimary,divide,296
parens,shiftRight,bracketedPrimary,shiftLeft,457
superfluous-parens,greaterThan,bracketedPrimary,<IdExpression>,56
parens,star,bracketedPrimary,array-subscript,126
superfluous-parens,lessThan,bracketedPrimary,divide,539
parens,multiply,bracketedPrimary,shiftLeft,1321
superfluous-parens,postFixDecr,bracketedPrimary,<IdExpression>,10
parens,plusAssign,bracketedPrimary,cast,9
parens,pmdot,bracketedPrimary,amper,3
parens,binaryAnd,bracketedPrimary,not,11
parens,equals,bracketedPrimary,equals,441
parens,<IfStatement>,bracketedPrimary,binaryOrAssign,3
superfluous-parens,function-call,bracketedPrimary,array-subscript,587
parens,star,bracketedPrimary,plus2,4238
parens,<EqualsInitializer>,bracketedPrimary,<LiteralExpression>,40
superfluous-parens,lessEqual,bracketedPrimary,cast,41
parens,star,bracketedPrimary,new,21
parens,binaryOr,bracketedPrimary,minus2,935
superfluous-parens,expression-list,bracketedPrimary,binaryOr,12
superfluous-parens,minus1,bracketedPrimary,function-call,19
operator-precedence,shiftRight,multiply,,698
parens,binaryAnd,bracketedPrimary,star,248
operator-precedence,plus2,tilde,<IdExpression>,118
parens,divide,bracketedPrimary,lessThan,2
operator-precedence,multiply,plus1,<LiteralExpression>,13
parens,minus2,bracketedPrimary,multiply,1501
superfluous-parens,minusAssign,bracketedPrimary,shiftRight,46
parens,minus1,bracketedPrimary,logicalAnd,2
operator-precedence,tilde,star,cast,2
superfluous-parens,conditional,bracketedPrimary,expression-list,39
operator-precedence,shiftLeft,tilde,field-reference,2
operator-precedence,expression-list,shiftLeftAssign,,218
parens,<ReturnStatement>,bracketedPrimary,pmdot,5
parens,shiftRight,bracketedPrimary,plus2,4491
parens,binaryOr,bracketedPrimary,<LiteralExpression>,41
operator-precedence,expression-list,postFixIncr,bracketedPrimary,32
parens,bracketedPrimary,bracketedPrimary,<CompoundStatementExpression>,79
parens,notequals,bracketedPrimary,prefixDecr,2
parens,plus2,bracketedPrimary,not,24
parens,multiply,bracketedPrimary,lessThan,16
parens,array-subscript,bracketedPrimary,assign,29
superfluous-parens,binaryXor,bracketedPrimary,plus2,172
parens,<ReturnStatement>,bracketedPrimary,cast,1012
